SK_ID_CURR,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,AGE,EMPLOYED_YEARS,NAME_EDUCATION_TYPE,CNT_FAM_MEMBERS,EXT_SOURCE_2,CREDIT_MEAN,DEBT_MEAN,DEBT_RATIO,OVERDUE_RATIO,ACTIVE_RATIO,CREDIT_COUNT,MAX_OVERDUE_LOG,HISTORY_YEARS,DPD_MEAN,DPD_MAX,MINOR_RATIO,MAJOR_FLAG,PAY_RATIO_MEAN,INSTALL_COUNT,Class
453879,0,1,1,12.10071769,13.01700508,10.31576275,13.01700508,36.57260274,3.115068493,1,3,0.231888197,12.31615369,10.78792677,0.335498016,0,0.5,12,0,6.260273973,0.531879033,2.708050201,0.106382979,0,1,47,1
382383,0,1,0,12.28303832,13.33627242,10.30633256,13.22401884,53.96164384,0,1,2,0.52150085,13.13205585,10.28074441,0.179274026,0,0.277777778,18,0,6.890410959,2.404414201,7.239932591,0.028776978,1,1,139,0
340006,0,0,1,12.13027633,13.23211603,10.07617956,13.23211603,41.65753425,1.468493151,1,2,0.560016454,11.87945655,11.26194491,0.115109854,0,0.125,8,0,7.479452055,0,0,0,0,2,42,0
143242,0,1,0,11.40757606,13.60312271,10.07636886,13.42246945,57.4630137,0,3,2,0.631630574,12.33136188,11.51147609,0.365785823,0,0.5,6,0,5.057534247,0,0,0,0,2,104,1
114580,1,1,0,12.10071769,14.10809435,10.57587064,13.97251516,41.10410959,0.789041096,1,2,0.206086978,12.94801237,11.9979066,0.740372304,0,0.666666667,6,0,3.224657534,0.831016975,4.110873864,0.034782609,1,1,115,1
179933,1,1,0,13.11231506,13.92332496,10.94855841,13.71015115,51.04931507,4.873972603,3,2,0.735410914,13.79941992,11.69039988,0.219396265,0,0.416666667,12,0,7.432876712,0.023530497,0.693147181,0.023809524,0,2,42,0
208191,0,1,0,12.2185001,12.86655458,10.16592874,12.74256894,39.3260274,3.673972603,3,2,0.411955481,12.08229071,9.918253005,0.268168936,0,0.5,6,0,4.087671233,0,0,0,0,2,20,1
283358,1,1,0,12.10071769,12.96571191,10.11334321,12.96571191,38.99452055,1.975342466,1,1,0.351089676,12.24293963,11.50916842,0.566683486,0.166666667,0.666666667,6,3.63758616,5.4,0.414943852,1.609437912,0.228571429,0,2,35,1
430199,0,1,0,11.81303746,12.55814049,9.708536579,12.32386013,54.91780822,5.838356164,1,2,0.220589724,12.07563076,0,0,0,0,5,0,5.104109589,0,0,0,0,2,106,1
444101,0,1,0,11.58989577,13.66843297,10.44473568,13.45525923,58.41369863,0,1,2,0.637093168,11.34865044,9.851690842,0.179359059,0,0.5,8,0,2.180821918,0,0,0,0,2,107,0
188026,0,1,0,11.96718709,12.72932375,9.733647773,12.72932375,48.44383562,6.063013699,3,2,0.776447383,13.70564736,13.48928993,0.19399405,0,0.181818182,11,0,7.279452055,0.223143551,1.791759469,0.125,0,1,88,0
376025,0,1,0,11.63071739,12.52916469,9.504501411,12.38212878,52.17260274,9.071232877,1,2,0.548699186,11.14985727,9.667398063,0.267053333,0,0.4,5,0,7.260273973,0,0,0,0,2,36,0
309096,0,0,0,11.81303746,13.57609407,10.14723733,13.39544082,62.90410959,0,3,2,0.278944843,11.60375423,10.81391114,0.414689095,0,0.538461538,13,0,7.539726027,0.100083459,1.945910149,0.01754386,0,1,57,0
176770,1,1,0,12.66033109,12.79386209,9.798182591,12.79386209,54.64383562,7.75890411,1,2,0.287225668,13.71009794,13.44933787,0.273799993,0,0.3,10,0,7.890410959,0.223143551,1.791759469,0.05,0,1,20,0
236566,0,0,0,11.96718709,12.97618318,9.959016862,12.97618318,36.9369863,1.580821918,1,1,0.353534732,11.38424362,0,0,0,0.2,5,0,5.934246575,0.794929875,3.17805383,0.071428571,0,1,28,1
428029,1,0,0,12.2185001,11.98289159,9.455010554,11.70767777,51.39452055,5.057534247,1,2,0.088724802,13.39975569,13.02115698,0.224406449,0,0.333333333,6,0,4.920547945,0.070617567,1.098612289,0.048780488,0,1,41,0
179472,1,1,1,12.02275659,12.50618094,9.510519036,12.50618094,51.26575342,10.83561644,1,3,0.691509051,12.06816806,10.98797402,0.132495198,0,0.461538462,13,0,7.945205479,0.916290732,3.17805383,0.277777778,0,1,36,0
456225,0,1,0,12.32386013,12.60149078,9.902311862,12.60149078,56.55890411,8.621917808,1,2,0.713524471,12.93044956,12.89831114,0.635987274,0,0.666666667,9,0,4.967123288,2.017944077,5.056245805,0.324873096,1,1,197,1
164664,0,1,0,11.40757606,12.38777318,10.06456419,12.32386013,58.51232877,0,1,1,0.300528826,12.17514735,0,0,0,0.2,5,0,4.660273973,0,0,0,0,2,46,0
243962,0,1,0,11.81303746,12.34366267,9.960718186,12.34366267,40.87123288,5.112328767,1,2,0.3827048,13.85835719,13.54868627,0.55232539,0,0.6,5,0,3.331506849,0.225550291,2.079441542,0.060240964,0,3,83,1
167729,0,0,0,11.21520652,13.89080447,10.3626198,13.71015115,54.60547945,8.605479452,1,2,0.669464017,11.28788909,10.29540174,0.308454573,0,0.571428571,7,0,6.098630137,0,0,0,0,2,26,0
240185,1,1,0,11.63071739,12.63134365,10.18087305,12.63134365,29.54794521,1.934246575,3,1,0.240407633,12.53767834,11.65667448,0.131576557,0,0.285714286,7,0,6.969863014,2.097141119,4.615120517,0,1,1,14,1
148049,0,1,0,11.40757606,12.32386013,9.328212293,12.32386013,62.90684932,0,1,1,0.698692309,10.93456501,10.46487736,0.171428571,0,0.714285714,7,0,7.435616438,0.612608318,3.36729583,0.178571429,0,1,84,0
248331,1,1,0,11.63071739,14.06887366,10.54009084,13.93329448,45.79726027,2.438356164,1,2,0.564682513,11.50476942,10.22747504,0.483688416,0,0.666666667,6,0,2.701369863,0,0,0,0,2,23,0
412097,0,0,1,11.74404512,13.67939297,10.044249,13.67939297,43.6109589,0.78630137,3,2,0.538999872,13.04656382,0,0,0,0.2,5,0,6.082191781,0,0,0,0,2,17,0
153806,0,1,0,13.01700508,13.82240772,10.85019109,13.71015115,53.4109589,16.70136986,3,2,0.687957194,14.31350499,12.08068408,0.163319763,0,0.333333333,12,0,7.876712329,0.223143551,1.098612289,0.1875,0,1,16,1
194045,0,0,0,11.11989769,12.2185001,9.222861653,12.2185001,57.26027397,0,1,2,0.595838985,12.75095471,11.73473413,0.40869,0,0.4,5,0,6.789041096,1.780586169,3.295836866,0.2,0,1,15,0
437282,0,0,2,12.50618094,12.32386013,9.800429939,12.32386013,29.92876712,3.863013699,1,4,0.696209802,13.75484657,12.82843817,0.089335631,0,0.130434783,23,0,6.726027397,1.043042438,2.833213344,0.162162162,0,1,37,0
171130,0,1,2,11.96718709,13.3071336,10.33655161,13.01700508,37.15342466,6.282191781,1,4,0.507332465,10.8948496,0,0,0,0.375,8,0,5.542465753,0,0,0,0,3,33,1
175927,1,0,0,12.72932375,13.60312271,10.16921155,13.42246945,60.76164384,0.578082192,1,2,0.239562077,12.66232503,12.03365272,0.289915172,0,0.461538462,13,0,7.635616438,0.203228242,1.791759469,0.098591549,0,3,71,1
291257,0,0,2,12.04942468,12.32386013,9.289474975,12.32386013,32.86849315,12.48219178,3,4,0.617267763,13.68873948,13.5068517,0.389598687,0,0.363636364,11,0,5.419178082,1.562185028,3.912023005,0,1,1,13,0
414669,0,1,0,11.56884255,13.60976724,10.08297175,13.42911398,49.49315068,6.789041096,0,1,0.07133862,12.64420176,12.2175441,0.593162253,0,0.8,5,0,2.794520548,1.563975538,3.526360525,0.5,1,1,18,1
411178,0,1,0,11.18443529,13.13921361,9.918179101,13.02695539,56.37534247,0,1,2,0.421629337,11.92626416,11.57581388,0.290169231,0,0.285714286,7,0,6.02739726,0,0,0,0,2,21,0
277110,0,0,0,11.81303746,13.01700508,9.951324882,13.01700508,27.8109589,2.873972603,1,1,0.335400922,11.52058357,11.43246701,0.689543584,0,0.666666667,6,0,2.731506849,0,0,0,0,2,22,1
157148,1,1,3,12.85448655,13.73689529,10.33143144,13.46169011,51.33972603,9.452054795,1,5,0.018670546,11.73307598,10.81874861,0.158608571,0,0.2,5,0,6.989041096,0.723918839,2.197224577,0.21875,0,1,64,1
342646,0,1,0,12.2185001,13.92470975,10.76608211,13.84117928,58.96164384,0,1,1,0.694481909,11.33858398,10.58766342,0.351781736,0,0.833333333,6,0,1.520547945,0,0,0,0,3,33,0
237250,1,1,2,13.01700508,13.11053166,10.49367411,12.98654595,40.75068493,12.85753425,1,4,0.571566214,13.41317706,10.66093131,0.0548124,0,0.3,10,0,6.884931507,0.223143551,1.386294361,0.107142857,0,1,28,0
338457,1,1,1,12.58622336,13.93329448,10.77468677,13.93329448,40.30136986,0.734246575,3,3,0.625125021,13.43132993,12.98299584,0.254623227,0,0.6,5,0,3.112328767,2.043073898,3.401197382,0.571428571,0,1,14,0
131634,0,1,0,12.71590077,13.71015115,10.27625728,13.71015115,30.3260274,7.789041096,3,1,0.574834882,14.22372256,13.36076923,0.511632367,0,0.8,5,0,3.238356164,0,0,0,0,2,15,0
317442,0,1,0,11.40757606,12.44784559,10.32081535,12.32386013,27.98630137,8.789041096,1,2,0.265311748,11.05090588,8.583280513,0.05934,0,0.181818182,11,0,3.243835616,0.080042708,0.693147181,0.083333333,0,2,24,0
125947,0,1,0,11.40757606,13.23211603,9.707715948,13.23211603,51.7369863,31.63835616,1,2,0.4237745,12.7255888,12.14301545,0.338660221,0,0.4,5,0,7.520547945,0,0,0,0,3,21,1
444793,0,1,0,12.2185001,12.05467401,9.0469387,11.63071739,43.17534247,0.553424658,1,2,0.276086191,12.00442827,8.684997041,0.042739101,0,0.25,8,0,7.01369863,0,0,0,0,2,20,1
345086,0,0,1,12.75564098,13.82240772,10.84765606,13.71015115,31.57260274,4.865753425,1,3,0.647921703,14.01925844,8.713674442,0.054882547,0,0.307692308,13,0,7.750684932,0,0,0,0,2,100,1
366651,0,0,0,11.81303746,12.34366267,9.730977703,12.34366267,45.45205479,6.97260274,1,2,0.666262567,12.27928338,11.55330431,0.253000423,0,0.3,10,0,4.663013699,0.13119221,1.791759469,0.046728972,0,1,107,0
441686,1,1,1,11.58989577,12.50618094,9.510519036,12.50618094,42.77534247,14.21917808,1,3,0.377829731,11.84789859,8.587420811,0.0608555,0,0.206896552,29,0,7.928767123,0.097980408,1.609437912,0.044117647,0,3,68,1
395284,1,1,2,12.50618094,13.93329448,10.50298318,13.93329448,35.96438356,2.991780822,3,4,0.562832482,14.04799167,13.8555202,0.402429918,0,0.571428571,7,0,3.767123288,1.216395324,2.944438979,0.3125,0,1,16,0
296507,1,0,0,12.50618094,13.12278729,10.24220726,13.04656382,34.11232877,3.038356164,1,2,0.691331757,13.28469054,13.05693293,0.446075155,0,0.5,6,0,7.553424658,0.937124819,3.401197382,0.210526316,0,1,38,1
444684,1,1,0,13.19932627,12.44784559,9.915959454,12.32386013,40.74520548,7.501369863,3,2,0.728283144,14.29865222,13.80151939,0.587640796,0,0.444444444,9,0,6.38630137,0,0,0,0,3,42,1
254015,0,1,0,11.11989769,12.79386209,9.886417688,12.79386209,59.35890411,0,1,2,0.042810301,11.96714728,11.32659287,0.301166667,0,0.333333333,6,0,3.994520548,1.290984181,2.302585093,0.363636364,0,1,22,1
446133,1,1,2,11.63071739,12.50618094,9.819942887,12.50618094,36.35342466,8.210958904,3,4,0.638411724,11.63816949,11.53616141,0.602911409,0,0.6,5,0,3.578082192,1.292398275,3.36729583,0.245283019,0,1,53,0
117479,0,1,0,11.4563657,13.25935453,10.28903903,13.11231506,31.96986301,2.309589041,1,2,0.265384217,11.68234734,9.706291923,0.197679211,0,0.3,10,0,3.268493151,0.583947889,1.945910149,0.24137931,0,1,29,1
167062,0,1,0,12.50618094,12.63935556,10.32996371,12.53897065,50.20821918,18.85205479,1,2,0.457663984,11.45725513,9.765402953,0.117135696,0,0.2,15,0,7.884931507,0.11905936,2.197224577,0.022988506,0,1,87,0
195344,0,1,0,11.81303746,13.42246945,9.890300991,13.42246945,38.19452055,0.260273973,3,2,0.716265543,12.35251587,11.73208112,0.210622659,0,0.6,10,0,7.271232877,0.092115289,2.48490665,0.00877193,0,2,114,0
419331,0,1,0,12.68850188,12.79386209,10.08822286,12.79386209,30.85479452,0.517808219,1,2,0.047954934,12.20616439,10.10900578,0.189028166,0,0.454545455,11,0,5.210958904,2.770110406,7.296413269,0.03960396,1,1,101,0
139905,0,1,0,12.72932375,14.23438798,10.70509668,14.09880879,48.20273973,9.547945205,1,1,0.62064073,14.16697837,14.03096398,0.514168,0,0.666666667,6,0,7.435616438,0.122602322,1.386294361,0.043478261,0,1,23,0
271823,0,1,0,12.2185001,13.71513869,10.49130199,13.71513869,45.84931507,9.430136986,1,1,0.159688036,12.62086248,11.59682476,0.335808755,0,0.375,8,0,7.37260274,0.072053318,1.609437912,0.028735632,0,1,174,1
227250,1,1,1,12.10071769,14.26976647,10.91287693,14.26976647,43.21369863,8.134246575,3,3,0.767767657,13.54285404,0,0,0.142857143,0.142857143,7,3.433987204,7.304109589,0.729514825,3.091042453,0.148148148,0,1,27,0
324268,0,0,1,11.63071739,12.65536164,10.12242226,12.55497093,46.73972603,10.46849315,1,3,0.446624984,10.76893846,7.285506549,0.108,0,0.3,10,0,7.010958904,0.496436886,1.609437912,0.285714286,0,1,14,1
393237,0,0,0,12.50618094,14.01682641,10.85550251,13.93329448,36.54794521,4.989041096,1,1,0.614158142,12.7617985,11.54820741,0.143437973,0,0.285714286,7,0,6.495890411,0.705886206,2.564949357,0.128205128,0,1,39,0
347705,1,1,2,12.10071769,12.65746987,9.963900387,12.32386013,32.47671233,2.410958904,3,4,0.683787649,13.66691379,11.03429973,0.365916975,0,0.6,5,0,6.323287671,0.209091798,1.098612289,0.139534884,0,1,43,0
160889,0,0,0,11.50288523,13.2086163,10.14281936,13.01700508,29.24109589,6.095890411,3,1,0.749729425,12.11026236,10.70089178,0.113395731,0,0.142857143,7,0,4.263013699,0.164303051,1.791759469,0.035714286,0,2,28,1
325727,0,1,0,12.50618094,14.06887366,10.54009084,13.93329448,59.33150685,13.84109589,1,2,0.70309324,12.51399726,11.67456546,0.341861658,0,0.545454545,11,0,7.789041096,0,0,0,0,2,96,0
154940,0,1,2,11.96718709,12.44784559,9.742144402,12.32386013,38.42465753,3.835616438,1,3,0.685303457,12.03172359,11.41972456,0.241537593,0,0.363636364,11,0,3.309589041,0.090971778,1.098612289,0.047619048,0,1,21,1
291013,1,0,0,12.32386013,13.22485588,9.589632606,13.04420182,46.21369863,1.882191781,1,2,0.667777913,13.26448742,12.683855,0.380801993,0,0.473684211,19,0,3.621917808,0.046520016,1.098612289,0.031746032,0,1,63,1
159012,0,1,0,11.58989577,12.76357048,9.64940143,12.61652861,60.01369863,0,1,1,0.259807642,11.42747846,10.80094607,0.382189664,0,0.4,5,0,4.21369863,0,0,0,0,1,42,1
169096,1,1,1,12.2185001,13.42246945,9.994561499,13.42246945,36.24383562,3.22739726,2,2,0.176234195,12.60039559,10.88401623,0.458022603,0,0.583333333,12,0,4.578082192,0.170345366,1.098612289,0.142857143,0,1,70,1
249293,1,1,0,12.2185001,13.62676964,10.65511588,13.62676964,54.6739726,7.876712329,1,2,0.529597813,12.14997966,11.49803444,0.288934,0,0.4,5,0,7.068493151,0,0,0,0,2,37,0
124657,0,1,0,12.10071769,12.50618094,9.510519036,12.50618094,56.0109589,9.230136986,1,2,0.72155053,12.52205394,10.24641341,0.120505046,0,0.222222222,9,0,7.260273973,0.182321557,2.079441542,0.066666667,0,1,45,0
171897,1,1,0,11.77913617,11.82417513,8.800641313,11.58989577,50.02739726,3.712328767,1,2,0.201583682,12.13511892,11.28638114,0.592834051,0,0.8,5,0,2.493150685,0,0,0,0,1,46,1
386713,1,1,0,11.81303746,14.26976647,10.63464077,14.26976647,37.43013699,4.945205479,3,2,0.622656896,12.12119862,11.33030586,0.133522748,0,0.388888889,18,0,4.791780822,0.94803943,3.433987204,0.129032258,0,1,31,0
114381,0,1,0,12.38212878,13.60312271,10.05648757,13.42246945,57.3890411,0,1,2,0.579120718,12.67276768,12.54045878,0.446757885,0,0.6,5,0,4.947945205,0,0,0,0,2,24,0
240598,0,1,3,11.74404512,13.3171091,9.889844913,13.3171091,36.23013699,9.545205479,1,5,0.517696297,12.0593839,0,0,0,0.166666667,6,0,4.161643836,0,0,0,0,2,35,0
381948,1,1,1,11.93819974,13.31158276,10.27734159,13.19932627,42.46575342,15.92054795,3,3,0.079554301,12.00738223,11.41310355,0.250927677,0,0.333333333,9,0,1.060273973,1.478500555,3.610917913,0.204545455,1,1,44,1
421925,0,1,1,11.40757606,11.50796317,9.291551627,11.40757606,39.51232877,6.797260274,1,3,0.178855744,11.99261242,11.23203362,0.246430499,0,0.363636364,11,0,6.956164384,0,0,0,0,2,40,0
336873,0,1,0,11.63071739,11.99368974,9.544273674,11.81303746,46.71506849,4.128767123,0,2,0.568951053,11.73750641,11.21204813,0.305413898,0,0.4,10,0,3.493150685,2.513708641,4.624972813,0.194805195,1,1,77,0
215335,0,1,0,11.54733655,11.2303636,8.145549632,10.89675784,59.16986301,0,1,2,0.599540742,11.14342961,9.594372668,0.148292208,0,0.125,8,0,7.583561644,0.729662394,3.433987204,0.231404959,0,1,121,0
306147,0,1,0,12.32386013,13.11231506,10.11662117,13.11231506,50.91232877,19.75890411,1,2,0.129833875,12.85533324,12.29937627,0.619456123,0,0.125,8,0,7.317808219,0,0,0,0,2,67,1
109968,1,1,1,12.10071769,13.89080447,10.55404034,13.71015115,42.08767123,2.4,1,2,0.400683406,11.3126775,7.703210822,0.035849057,0,0.272727273,11,0,7.698630137,0,0,0,0,3,25,1
432813,0,1,0,11.96718709,13.69843277,10.17110721,13.5177795,48.89589041,16.21643836,1,2,0.766255325,11.47701063,9.835605458,0.070297602,0,0.333333333,18,0,7.621917808,0.074801213,1.609437912,0.038834951,0,1,103,1
432107,0,1,0,12.04942468,13.63591249,10.10895581,13.45525923,58.84109589,1.2,1,1,0.169903599,13.08170751,0,0,0,0.333333333,6,0,6.323287671,0,0,0,0,2,15,0
225359,0,1,0,11.63071739,13.63564319,10.4779638,13.42246945,58.10958904,14.36164384,1,2,0.722748377,12.51883854,12.54435396,0.34529875,0,0.571428571,7,0,7.249315068,0,0,0,0,2,12,0
104037,1,0,2,11.11989769,12.85194214,9.835476342,12.66033109,29.52328767,1.273972603,2,4,0.183956965,12.96921453,11.17272127,0.632753125,0,0.666666667,6,0,3.476712329,1.289494978,5.204006687,0.095238095,1,1,84,1
390034,0,1,0,12.2185001,14.0902263,10.56140903,13.84555565,47.49315068,7.106849315,1,2,0.631900197,12.35199384,10.95955544,0.310317188,0,0.5,6,0,5.550684932,0.875468737,3.583518938,0,1,1,25,1
377218,1,1,0,12.32386013,12.53758259,10.31352552,12.43718833,46.80821918,5.304109589,3,1,0.615323416,13.13757509,12.54632502,0.783120425,0,1,5,0,3,0.351397887,1.791759469,0.105263158,0,1,19,1
348013,0,0,1,12.32386013,13.36935001,10.35017458,13.01700508,32.16164384,2.679452055,2,3,0.589879829,11.93145012,11.50216606,0.273749732,0,0.368421053,19,0,7.646575342,0.448024723,2.63905733,0.086956522,0,1,46,0
452836,0,1,0,11.63071739,11.3921072,9.12782795,11.24505909,63.76712329,0,3,2,0.7376176,11.85158059,0,0,0,0,8,0,6.58630137,0.020619287,0.693147181,0.020833333,0,3,48,0
211759,1,0,0,11.99535779,13.2922091,10.48591265,13.01700508,29.09041096,2.098630137,1,2,0.755037671,12.55605515,12.55298486,0.519439385,0,0.769230769,13,0,1.956164384,0,0,0,0,2,27,1
288426,0,0,0,12.2185001,13.47703963,10.44276943,13.26386468,26.3369863,0.778082192,3,2,0.58611328,12.08752613,0,0,0,0.8,5,0,2.82739726,0.122602322,1.386294361,0.043478261,0,2,23,1
403160,0,1,0,11.96718709,12.3759209,9.844586445,12.10071769,22.54520548,2.506849315,1,1,0.507141164,12.38078071,12.27889957,0.630406045,0,0.6,5,0,1.567123288,0.399386062,2.564949357,0.109090909,0,3,55,1
391315,0,1,0,12.50618094,14.25119509,10.66061841,14.11561589,59.25753425,0,1,2,0.567217989,12.62740093,11.50437112,0.082992618,0,0.222222222,9,0,7.775342466,0.342766514,3.218875825,0.066298343,0,1,181,0
351515,1,1,0,12.10071769,13.2086163,10.19020666,13.01700508,28.69589041,6.495890411,3,2,0.756849117,12.45655312,11.89122368,0.342382758,0,0.5,10,0,2.884931507,0.257829109,1.609437912,0.117647059,0,1,17,1
368459,1,1,0,11.50288523,12.50618094,9.510519036,12.50618094,36.11506849,4.484931507,1,2,0.673193714,13.05437031,12.54500371,0.23752788,0,0.416666667,12,0,7.863013699,0.15123097,1.609437912,0.06122449,0,2,49,1
241494,1,1,1,11.81303746,13.19932627,9.872822138,13.19932627,35.4,3.865753425,1,3,0.495912737,11.80267066,11.34161456,0.391358048,0,0.6,5,0,3.868493151,0,0,0,0,2,109,0
192090,1,0,2,11.81303746,13.35769634,10.82212553,13.19932627,45.54794521,1.536986301,1,4,0.181303118,12.79666497,10.98871799,0.211360945,0,0.272727273,11,0,7.008219178,0.139761942,1.386294361,0.05,0,1,20,1
138413,0,1,0,10.80974815,11.24505909,8.564744493,11.24505909,41.30958904,5.501369863,1,2,0.338351456,12.56947327,12.04176618,0.526981269,0,0.4,5,0,3.863013699,0,0,0,0,2,26,0
283978,0,1,1,11.85663928,11.81303746,9.489296988,11.81303746,40.34246575,1.002739726,1,3,0.636622838,13.63944332,13.65522641,0.315860041,0,0.285714286,7,0,6.054794521,0,0,0,0,2,35,0
414159,0,1,1,12.10071769,13.83493174,10.42902936,13.72503975,40.74246575,6.345205479,1,3,0.664358672,10.48574507,0,0,0,0,6,0,5.095890411,0,0,0,0,2,34,0
185164,0,1,0,11.96718709,14.25119509,10.66061841,14.11561589,56.29041096,0,1,2,0.324087655,12.87744281,12.15474777,0.468847295,0,0.571428571,7,0,7.008219178,0,0,0,0,2,30,0
218526,1,1,0,12.26198501,13.42246945,10.45152225,13.42246945,42.44657534,8.723287671,1,2,0.566074229,12.64333878,12.47453558,0.159700549,0,0.166666667,6,0,7.287671233,0.910870664,3.258096538,0.108108108,0,1,37,0
148819,0,0,0,11.20301142,13.60312271,10.07636886,13.42246945,55.43835616,0,1,2,0.710870996,11.82500964,11.53558975,0.323685144,0,0.666666667,6,0,3.243835616,0.421213465,1.791759469,0.238095238,0,1,21,1
407793,0,1,0,11.81303746,12.67110142,9.793170328,12.57071923,42.91506849,11.95068493,3,1,0.387717784,11.93803496,10.92093769,0.118350878,0,0.272727273,11,0,4.084931507,0,0,0,0,2,15,0
145083,0,1,2,12.32386013,13.54137169,10.31829224,13.42911398,40.64109589,10.58356164,1,4,0.774589616,12.99752069,12.51534125,0.160556468,0,0.272727273,11,0,4.126027397,0.496436886,1.609437912,0.321428571,0,1,28,0
191381,0,1,0,11.70767777,13.02695539,9.872358017,13.02695539,62.95890411,0,1,2,0.214327268,10.9632269,9.798182591,0.142857143,0,0.375,8,0,5.421917808,0.009950331,0.693147181,0.01,0,2,100,1
