ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,EMPLOYED_YEARS,recent_minor_dpd_count,recent_major_dpd_count,recent_minor_ratio,recent_major_ratio,recent_paid_ratio,recent_no_loan_ratio,recent_status_std,long_minor_ratio,long_major_ratio,total_history_length,Class
5009489,0,0,2,135000,1,0,0,0,4,26.6739726,7.863013699,0,0,0,0,1,0,0,0.323529412,0,52,0
5009490,1,0,0,135000,1,1,1,0,2,44.37260274,17.03561644,12,0,1,0,0,0,0,1,0,40,1
5009492,1,0,0,135000,1,1,1,0,2,44.37260274,17.03561644,0,0,0,0,1,0,0,0.454545455,0,40,0
5009493,1,0,0,270000,1,1,0,1,2,32.07123288,3.189041096,0,0,0,0,1,0,0,0.310344828,0,47,0
5009495,1,0,0,270000,1,1,0,1,2,32.07123288,3.189041096,0,0,0,0,1,0,0,0.75,0,30,0
5009500,1,0,0,270000,1,1,0,1,2,32.07123288,3.189041096,0,0,0,0,1,0,0,0.434782609,0,41,0
5009503,1,0,0,270000,1,1,0,1,2,32.07123288,3.189041096,0,0,0,0,0,1,0,0.896551724,0,47,0
5009509,0,0,0,202500,3,0,1,0,2,44.10958904,13.53150685,8,0,0.666666667,0,0.333333333,0,0.492365964,0.933333333,0,33,0
5009512,0,0,0,157500,2,0,0,0,2,46.26849315,7.361643836,3,0,0.25,0,0.75,0,0.452267017,1,0,23,0
5009516,0,0,0,157500,2,0,0,0,2,46.26849315,7.361643836,0,0,0,0,0,1,0,0.028571429,0,53,0
5009517,0,0,0,157500,2,0,0,0,2,46.26849315,7.361643836,0,0,0,0,1,0,0,1,0,21,0
5009531,1,0,0,157500,1,0,1,0,2,37.23287671,2.690410959,0,0,0,0,0,1,0,0,0,21,0
5009534,1,0,0,157500,1,0,1,0,2,37.23287671,2.690410959,2,0,0.166666667,0,0,0.833333333,0.389249472,0.888888889,0,27,0
5009535,1,0,0,157500,1,0,1,0,2,37.23287671,2.690410959,0,0,0,0,1,0,0,0.454545455,0,40,0
5009537,1,0,0,202500,1,1,1,0,2,42.53972603,4.778082192,0,0,0,0,1,0,0,0.282051282,0,57,0
5009540,1,0,0,202500,1,1,1,0,2,42.53972603,4.778082192,9,0,0.75,0,0.25,0,0.452267017,0.5,0,20,0
5009545,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,11,0,0.916666667,0,0,0.083333333,0.288675135,0.903225806,0,49,1
5009546,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,9,0,0.75,0,0,0.25,0.452267017,0.722222222,0.055555556,36,1
5009551,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,12,0,1,0,0,0,0,1,0,49,1
5009554,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,0,0,0,0,1,0,0,0.388888889,0,36,0
5009555,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,0,0,0,0,0,1,0,0,0,54,1
5009557,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,12,0,1,0,0,0,0,1,0,19,1
5009559,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,2,0,0.166666667,0,0.833333333,0,0.389249472,0.8,0,43,0
5009560,0,0,0,198000,1,0,0,0,2,51.54246575,26.70684932,9,0,0.75,0,0,0.25,0.452267017,0.736842105,0,37,1
5009565,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,0,1,0,0,0,40,0
5009568,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,0,1,0,0,0,19,0
5009569,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,0,1,0,0,0,19,0
5009570,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,0,1,0,0,0,56,0
5009571,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,1,0,0,0.352941176,0,35,0
5009572,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,0,1,0,0,0,51,0
5009573,1,0,0,180000,1,1,1,0,2,41.51506849,8.610958904,0,0,0,0,0,1,0,0,0,20,0
5009575,1,0,0,315000,1,0,0,0,2,46.77808219,2.18630137,5,0,0.416666667,0,0.583333333,0,0.514928651,0.833333333,0,24,0
5009577,0,0,0,112500,1,0,0,0,2,58.4,0,6,0,0.5,0,0,0.5,0.522232968,0.666666667,0,24,1
5009583,0,0,0,90000,1,0,0,0,1,32.00547945,1.857534247,1,0,0.083333333,0,0.916666667,0,0.288675135,1,0,23,0
5009584,0,0,0,90000,1,0,0,0,1,32.00547945,1.857534247,4,2,0.333333333,0.166666667,0,0.5,0.778498944,0.6,0,23,1
5009585,0,0,0,45000,1,0,1,0,1,39.38082192,2.18630137,7,0,0.583333333,0,0.416666667,0,0.514928651,1,0,31,0
5009593,1,0,0,144000,1,1,1,0,2,47.62465753,2.438356164,12,0,1,0,0,0,0,0.75,0,22,1
5009595,1,0,0,144000,1,1,1,0,2,47.62465753,2.438356164,12,0,1,0,0,0,0,1,0,22,1
5009599,1,0,0,144000,1,1,1,0,2,47.62465753,2.438356164,12,0,1,0,0,0,0,1,0,22,1
5009600,1,0,0,144000,1,1,1,0,2,47.62465753,2.438356164,0,0,0,0,1,0,0,0.826086957,0,41,0
5009602,1,0,0,315000,3,1,1,0,2,36.8630137,7.528767123,0,0,0,0,1,0,0,0,0,43,0
5009603,0,0,1,112500,1,1,0,0,3,35.26575342,10.19178082,12,0,1,0,0,0,0,1,0,38,1
5009607,0,0,2,144000,1,1,1,0,4,33.63561644,2.690410959,10,0,0.833333333,0,0.166666667,0,0.389249472,1,0,24,0
5009608,0,0,2,144000,1,1,1,0,4,33.63561644,2.690410959,0,0,0,0,0,1,0,0,0,24,0
